integer-1,varchar-32,varchar-32,integer-1
63373,Volvo,240,3931
63374,Toyota,Tacoma,3174
63391,Nissan,Frontier,854
63401,Toyota,Camry Solara,2414
63413,Chevrolet,Camaro,1224
63417,Mitsubishi,Lancer Evolution,7066
63427,Ford,Mustang,6860
63436,Jeep,Grand Cherokee,3220
63467,Volvo,V90,6801
63468,Dodge,Ram 3500,2307
63468,Plymouth,Horizon,2935
63474,Chevrolet,Avalanche 2500,3843
63481,Chevrolet,Blazer,6044
63545,Chrysler,LeBaron,6430
63557,Volkswagen,Golf,2302
63559,Buick,LeSabre,158
63599,Subaru,Loyale,3836
63612,Mazda,Millenia,736
63622,Isuzu,Hombre,506
63622,Dodge,Ram 2500,7886
63635,Suzuki,Swift,2812
63665,BMW,M Roadster,7412
63693,Plymouth,Voyager,3958
63700,Ford,Crown Victoria,1981
63714,Infiniti,G,6357
63743,Maybach,57,6074
63753,Mercedes-Benz,C-Class,1133
63756,Hyundai,Accent,2216
63768,Ford,Club Wagon,7722
63774,Cadillac,Escalade ESV,413
63781,Kia,Rio,5778
63790,BMW,Z4,2117
63821,Geo,Prizm,7183
63825,Ford,Mustang,3074
63854,Pontiac,Torrent,6617
63862,Mercedes-Benz,S-Class,6295
63879,Audi,90,2719
63881,Mazda,CX-9,1808
63881,Dodge,Dakota Club,4210
63894,Mercedes-Benz,W201,4449
63902,Toyota,Solara,1146
63911,Acura,Integra,813
63914,Maybach,62,3069
63915,Nissan,Xterra,5585
63922,Pontiac,Vibe,4339
63928,Hyundai,Elantra,3409
63928,Pontiac,Grand Am,4763
63931,Toyota,Matrix,5084
63932,Mitsubishi,Mirage,3567
63952,Mercury,Cougar,2606
63968,Mitsubishi,Truck,663
63977,Saturn,S-Series,6668
63988,Land Rover,Discovery,3661
64000,Land Rover,Freelander,6847
64015,Ford,Excursion,1637
64020,Dodge,Charger,2630
64020,GMC,Savana 3500,7695
64021,Porsche,Boxster,1023
64049,Mitsubishi,Starion,312
64053,Oldsmobile,88,2950
64058,Plymouth,Grand Voyager,242
64078,Cadillac,DeVille,6660
64090,Volkswagen,GTI,19
64091,Volvo,960,4893
64106,Chevrolet,Uplander,6316
64125,Chrysler,Town & Country,4593
64157,GMC,Savana 2500,5557
64191,Lincoln,Navigator,5388
64204,Isuzu,Rodeo,4236
64206,Isuzu,i-290,4258
64221,Mercury,Cougar,4609
64241,Honda,Civic,687
64241,Hyundai,Genesis,4962
64243,Dodge,Dakota Club,3298
64264,Buick,Lucerne,6472
64285,Lexus,ES,1467
64287,Mercedes-Benz,300E,2538
64288,Volvo,S70,5256
64289,Chevrolet,G-Series 2500,5027
64296,Pontiac,Aztek,2770
64302,Nissan,Xterra,6728
64356,Land Rover,Range Rover,4336
64358,Mercedes-Benz,E-Class,7064
64361,Volkswagen,Golf,1437
64385,Hummer,H2,1747
64413,Dodge,Caliber,939
64424,Land Rover,Discovery,3268
64436,Mitsubishi,Tredia,5131
64444,Chrysler,Concorde,3461
64447,Toyota,Camry,4846
64454,Ford,Taurus,1527
64457,Ford,Bronco II,5605
64462,Hyundai,Accent,2487
64488,Acura,Legend,958
64492,Infiniti,G,3662
64514,Ford,Escort,1892
64524,Mercury,Cougar,178
64529,Toyota,Supra,6329
64535,Dodge,Ram Van B250,2842
64549,Kia,Rio,1380
64557,Acura,Integra,5433
64558,Dodge,Neon,4010
64577,Pontiac,Grand Am,1221
64577,Mitsubishi,Pajero,3911
64582,Ferrari,612 Scaglietti,2726
64632,Volkswagen,Golf,7327
64642,Pontiac,Sunbird,4785
64646,Lotus,Elan,6587
64651,Porsche,911,1217
64653,Morgan,Aero 8,1220
64690,GMC,Savana 3500,5190
64694,Volkswagen,Passat,6392
64695,Volkswagen,Scirocco,2591
64711,Toyota,Sienna,3834
64711,Maybach,57,6627
64714,Buick,Skylark,2381
64731,Buick,Roadmaster,353
64734,Land Rover,LR2,7135
64745,Ford,Mustang,1443
64748,Chevrolet,S10,5723
64749,Dodge,Neon,4130
64764,Toyota,Truck Xtracab SR5,6567
64767,Kia,Sephia,7046
64774,Cadillac,SRX,7063
64778,Mercedes-Benz,300TE,6299
64779,Acura,NSX,5250
64792,Volvo,V70,6415
64798,Buick,Century,3489
64817,Audi,A4,542
64820,Pontiac,1000,5729
64822,Mazda,Mazda2,55
64830,Suzuki,Samurai,5296
64832,Dodge,Ramcharger,7841
64838,Pontiac,G3,4625
64841,Land Rover,Range Rover,835
64844,Subaru,Loyale,1295
64855,BMW,3 Series,5522
64864,Hyundai,Azera,2097
64887,Bentley,Continental Flying Spur,2971
64890,Ford,F-Series,1487
64892,Toyota,Tacoma,1413
64918,Land Rover,Range Rover,4002
64924,Toyota,FJ Cruiser,5997
64934,Ford,Crown Victoria,2425
64938,Mazda,B-Series Plus,6977
64941,Toyota,Land Cruiser,3209
64942,Pontiac,G6,7738
64948,Chevrolet,Suburban 2500,2946
64948,Ferrari,599 GTB Fiorano,3846
64949,Mitsubishi,Lancer,2708
64963,Ford,Escape,3806
64966,Acura,TL,7313
64980,Dodge,Durango,7965
65019,Dodge,Ram Van 3500,983
65033,Chevrolet,Monte Carlo,3915
65064,Mazda,MX-5,7487
65073,Cadillac,SRX,531
65079,Hyundai,Tucson,5003
65097,Mercedes-Benz,C-Class,4415
65100,Audi,RS4,4885
65128,Toyota,4Runner,6522
65134,GMC,Canyon,7847
65144,Acura,TL,4702
65149,Cadillac,DeVille,4319
65162,Ford,Transit Connect,297
65168,Nissan,Xterra,2094
65179,Toyota,4Runner,144
65186,Mitsubishi,Challenger,2880
65198,Volkswagen,rio,4749
65209,Nissan,NX,2934
65216,Land Rover,Range Rover,1547
65246,Chevrolet,Express 3500,1008
65250,BMW,Z8,4400
65251,Jaguar,XJ Series,5640
65260,Chevrolet,3500,4279
65261,Audi,A8,1675
65270,Lamborghini,Countach,1627
65287,Ford,Thunderbird,5658
65298,Oldsmobile,Intrigue,2338
65311,Ferrari,California,4776
65316,Saab,9-5,7052
65322,Jeep,Cherokee,2649
65323,Chevrolet,Suburban 2500,882
65325,Dodge,Ram Van 1500,3479
65325,Dodge,D150,5254
65330,Volkswagen,Touareg,4534
65350,Saab,900,2074
65352,Chevrolet,Blazer,6920
65380,Jeep,Wrangler,4612
65410,Ford,F350,2756
65418,Dodge,Neon,6478
65430,Chrysler,Town & Country,3100
65431,Mitsubishi,Montero,5313
65433,Dodge,Grand Caravan,5295
65439,Ford,Probe,1922
65445,Nissan,Altima,6991
65449,Toyota,Highlander,2190
65469,Suzuki,XL7,6661
65470,Mercury,Mountaineer,1358
65476,Pontiac,Montana,1703
65478,Chevrolet,Suburban 1500,4343
65478,Audi,A8,5132
65518,Dodge,Ram 3500,3642
65526,Toyota,Camry Hybrid,935
65529,Lexus,SC,6286
65530,Chrysler,Sebring,240
65535,GMC,Yukon XL 2500,376
65536,Lexus,GS,1228
65548,Volvo,S40,3157
65555,Jeep,Grand Cherokee,779
65558,Mercury,Capri,1404
65567,Jeep,Cherokee,2499
65569,Maybach,62,6423
65578,Ford,Expedition,2056
65582,Mazda,Miata MX-5,2105
65584,Toyota,Corolla,2465
65594,Chrysler,Town & Country,4052
65607,Isuzu,i-Series,3043
65610,Oldsmobile,Alero,6863
65611,Chevrolet,LUV,6951
65640,Toyota,RAV4,940
65674,Audi,Coupe GT,7858
65694,Mercedes-Benz,CL-Class,5806
65702,Chevrolet,Corvette,5047
65717,Porsche,Boxster,3723
65722,Mazda,CX-7,3197
65745,Mercedes-Benz,E-Class,1459
65747,Mercury,Mariner,5746
65755,Mercedes-Benz,CL65 AMG,2177
65755,Suzuki,Forenza,5086
65788,GMC,1500 Club Coupe,6151
65821,Dodge,Viper,622
65842,Suzuki,SJ,1652
65864,Volvo,XC70,1778
65874,Dodge,Dakota Club,5370
65889,Subaru,Forester,2795
65902,Mitsubishi,Pajero,4390
65907,Mazda,MX-5,7264
65919,Infiniti,FX,4754
65924,Mazda,MPV,3311
65929,Cadillac,Escalade ESV,4728
65944,Subaru,Impreza,2325
65945,Chevrolet,Silverado 2500,6615
65949,BMW,530,5335
65959,Jeep,Grand Cherokee,4072
65960,Mercury,Sable,1826
65974,Ford,Econoline E350,804
65979,Mercury,Milan,7881
65988,Saturn,Astra,3101
66002,Hyundai,HED-5,4107
66003,Mitsubishi,Pajero,2108
66005,Volkswagen,Passat,4468
66013,BMW,650,3978
66023,Lexus,LX,3761
66031,Cadillac,Seville,203
66036,Pontiac,6000,1895
66037,Toyota,Sequoia,7300
66045,BMW,545,4519
66055,Hyundai,Santa Fe,1310
66061,Plymouth,Voyager,4598
66064,Buick,Park Avenue,3231
66067,Ford,Explorer,3112
66068,Mazda,RX-7,2598
66068,Infiniti,QX56,7356
66092,Ford,F-Series,557
66099,Plymouth,Breeze,666
66102,Mercedes-Benz,C-Class,968
66103,Chevrolet,Beretta,6637
66119,Chevrolet,Avalanche,7243
66126,Chevrolet,Express 3500,4224
66140,Mitsubishi,RVR,3315
66149,Mazda,Miata MX-5,3854
66160,Volkswagen,Jetta,3167
66171,Lincoln,Mark VIII,294
66173,Mitsubishi,Pajero,3682
66202,Ford,F350,4451
66207,Mazda,RX-7,4283
66222,Toyota,Tundra,1161
66242,Jaguar,XF,1639
66265,Toyota,T100 Xtra,4481
66270,Dodge,Ram,5871
66317,Dodge,Caravan,5794
66331,Mitsubishi,Galant,7795
66352,Mercury,Grand Marquis,7677
66380,Dodge,Charger,7399
66386,Oldsmobile,98,2110
66399,Hyundai,Genesis,886
66403,Subaru,Outback,7141
66458,Subaru,Justy,743
66471,Oldsmobile,Regency,6732
66476,Volkswagen,GTI,3431
66478,Hyundai,Equus,4845
66482,Jaguar,XK Series,6652
66486,Saturn,VUE,5678
66499,Toyota,Camry,4786
66512,Mitsubishi,Galant,2597
66513,Ram,2500,4508
66521,Subaru,Loyale,6987
66522,Bentley,Continental Flying Spur,3620
66561,Mazda,MX-5,6172
66572,Mitsubishi,Galant,2356
66617,Volvo,C30,3152
66619,Hummer,H1,4189
66627,Acura,CL,1125
66628,Lexus,GX,2378
66632,Infiniti,G35,116
66641,Chevrolet,Corsica,582
66667,Mazda,Mazda6,2833
66669,Mitsubishi,Endeavor,3184
66678,Mercedes-Benz,CLS-Class,4287
66681,Chevrolet,Venture,7970
66688,Hyundai,Santa Fe,2213
66690,Dodge,Ram 1500 Club,6237
66690,Honda,Civic,7569
66691,Jaguar,XK,2195
66700,Dodge,Ram,7005
66733,Toyota,Sienna,6844
66744,Subaru,BRZ,4753
66744,Mitsubishi,GTO,5221
66745,Pontiac,Grand Am,5986
66752,Audi,S4,2268
66755,GMC,Sierra 1500,2034
66798,Volkswagen,Jetta III,4861
66812,BMW,M6,1926
66813,Nissan,Titan,7960
66847,Mitsubishi,Mirage,817
66863,Volkswagen,rio,6595
66869,Toyota,Supra,2964
66871,Maserati,Quattroporte,4035
66880,Pontiac,Firebird,675
66880,Mitsubishi,RVR,4815
66881,Acura,MDX,2611
66883,Ford,E150,771
66911,Toyota,Camry Hybrid,3505
66942,GMC,Yukon XL 2500,4077
66944,Ford,F350,7524
66982,Infiniti,G,126
66993,Chevrolet,Venture,6845
67004,BMW,M6,5510
67010,Chevrolet,Monte Carlo,2568
67019,Land Rover,Range Rover Evoque,4847
67019,Subaru,Legacy,6721
67025,Pontiac,GTO,541
67028,GMC,1500 Club Coupe,6377
67032,Lotus,Esprit,7615
67068,Jeep,Liberty,2689
67078,Citroën,2CV,2154
67086,Chevrolet,Corvette,6552
67087,Acura,NSX,5161
67088,Nissan,Altima,4171
67095,Suzuki,SJ,6470
67100,BMW,X5,898
67104,Ford,E150,5546
67112,Oldsmobile,88,4576
67114,Mitsubishi,Mirage,6424
67115,Ford,F250,7576
67127,Acura,MDX,3000
67181,Honda,S2000,1841
67199,Honda,Odyssey,5123
67207,Honda,Element,1247
67212,Jeep,Wrangler,2251
67232,Acura,TL,911
67238,Maserati,Biturbo,7341
67251,Ford,Escort ZX2,5608
67275,Subaru,Legacy,5189
67282,Geo,Tracker,1381
67292,Ford,F-Series Super Duty,1816
67295,Ford,Freestar,961
67321,Acura,Integra,2688
67333,Dodge,Viper,3134
67335,Porsche,Cayenne,5587
67360,Ford,Taurus,750
67360,Volvo,XC90,1825
67363,Porsche,928,475
67373,Isuzu,Trooper,7392
67404,Nissan,Sentra,3206
67408,Mazda,626,893
67416,Nissan,Xterra,5266
67448,Land Rover,Range Rover,3214
67466,Pontiac,Grand Prix,4766
67483,Subaru,Leone,228
67497,Ford,Escort,689
67508,Chevrolet,Camaro,6283
67533,Mercury,Tracer,3475
67562,Mercedes-Benz,M-Class,4619
67564,Ford,F-Series,7641
67575,Ford,Taurus,2256
67575,Infiniti,G,5088
67596,Jaguar,XJ Series,544
67613,Audi,A4,566
67629,Chevrolet,G-Series G20,5392
67702,Dodge,Shadow,2868
67704,Ford,Freestar,4551
67710,Mercury,Cougar,5872
67736,Porsche,Boxster,6791
67738,Ford,Escort,7574
67740,Isuzu,VehiCROSS,4916
67749,Porsche,Carrera GT,2387
67753,Mazda,RX-7,4394
67760,Dodge,Ram Van 1500,6179
67779,Chevrolet,Astro,4687
67782,Pontiac,Grand Prix,5843
67786,Nissan,Sentra,6420
67827,Scion,xD,5495
67842,Chevrolet,Silverado 2500,3441
67856,Chevrolet,Corsica,7894
67863,BMW,3 Series,5901
67891,Ford,F-Series,3164
67915,Mercedes-Benz,S-Class,4431
67921,Dodge,Intrepid,3034
67934,Infiniti,QX56,6285
67938,Bentley,Continental GT,5111
67944,Mitsubishi,Diamante,4330
67957,Infiniti,JX,2073
67973,Toyota,Camry,1190
67991,Toyota,Tacoma,2667
68001,Oldsmobile,88,2550
68023,Scion,iQ,3972
68023,Ford,Windstar,5142
68026,Porsche,911,7756
68053,Oldsmobile,Alero,4812
68055,Dodge,Avenger,6896
68075,Toyota,Camry Hybrid,5180
68092,Audi,V8,5274
68101,Kia,Sorento,1554
68105,Pontiac,Grand Prix Turbo,5078
68106,Chevrolet,Venture,2954
68136,Ford,EXP,4184
68153,Chevrolet,Express 2500,1494
68174,Suzuki,Swift,3397
68184,Volvo,XC60,3211
68185,Nissan,Quest,1424
68207,Hummer,H3T,4982
68213,Dodge,Caravan,2733
68213,Plymouth,Voyager,5990
68222,Mercury,Cougar,239
68226,Kia,Sportage,3797
68232,Mercedes-Benz,C-Class,4843
68236,Ford,Explorer,2027
68238,Audi,Q7,3038
68245,Cadillac,SRX,7891
68278,Mitsubishi,Galant,4604
68288,Mazda,Tribute,2746
68318,Volkswagen,Touareg,4557
68320,Mitsubishi,Chariot,2171
68334,Chevrolet,Cobalt,1619
68334,Volvo,XC90,7360
68356,Chevrolet,3500,5823
68360,Lexus,LX,4386
68360,Cadillac,SRX,7382
68369,Mitsubishi,Endeavor,7943
68398,Volkswagen,Type 2,7670
68399,Toyota,4Runner,4484
68404,Lincoln,MKZ,7792
68415,Land Rover,Freelander,2943
68416,Porsche,Cayenne,3285
68423,BMW,5 Series,6258
68429,Lotus,Elise,6960
68442,GMC,Sierra 2500,1790
68446,GMC,Sierra 3500,4584
68456,Chevrolet,Venture,187
68458,Lexus,ES,3171
68462,Oldsmobile,Silhouette,5621
68462,Hyundai,Entourage,7090
68472,Mercury,Topaz,333
68515,Mercedes-Benz,500SL,3561
68519,Oldsmobile,Achieva,2525
68545,Toyota,Prius,5885
68562,GMC,Rally Wagon G2500,4925
68570,Ford,Crown Victoria,1795
68574,Mitsubishi,Eclipse,5155
68596,Chrysler,Town & Country,5907
68616,Volvo,960,4883
68620,Ford,E350,7856
68622,Pontiac,Grand Am,5654
68630,BMW,7 Series,1162
68633,Honda,Accord,1490
68633,Volkswagen,Scirocco,2328
68672,GMC,2500 Club Coupe,3256
68674,Subaru,Legacy,5128
68677,Saturn,VUE,6616
68684,Acura,MDX,4942
68693,Mercury,Lynx,2270
68712,Ford,Ranger,6683
68713,Volkswagen,Cabriolet,5964
68725,Chevrolet,Express 2500,1499
68728,Oldsmobile,Silhouette,5736
68731,Chevrolet,2500,659
68754,Cadillac,DeVille,7897
68755,Buick,Century,4083
68759,Pontiac,Grand Prix,5430
68775,Maybach,57,4899
68783,Toyota,Sienna,7149
68785,Audi,TT,1771
68794,Mitsubishi,Eclipse,6352
68795,Dodge,Ram,6467
68804,Oldsmobile,Bravada,180
68805,Hyundai,Azera,620
68809,Lexus,ES,3004
68832,Alfa Romeo,Spider,6686
68844,Mitsubishi,Truck,2586
68848,Kia,Soul,894
68855,Lexus,IS,3949
68872,Chevrolet,Suburban 2500,6777
68876,BMW,5 Series,4944
68888,Pontiac,Firebird Formula,1047
68889,BMW,5 Series,7125
68906,Ford,Explorer Sport,3895
68911,Suzuki,Equator,718
68915,Acura,MDX,6742
68917,Audi,A6,6309
68920,Honda,Odyssey,1401
68928,Ferrari,599 GTB Fiorano,3928
68959,Infiniti,G35,7116
68964,Volkswagen,Type 2,7614
68965,Land Rover,LR2,6726
68967,Hyundai,Entourage,2999
68969,Cadillac,Eldorado,5734
68982,Volkswagen,GLI,6120
68988,Ford,GT,3250
68992,GMC,Yukon,6412
68995,Dodge,Viper,5428
69006,Saab,9-3,7511
69009,Audi,S4,5162
69018,Ford,Crown Victoria,7010
69083,Toyota,Tacoma,7088
69091,Honda,Element,4387
69119,Chevrolet,Silverado 1500,6784
69124,Ford,Explorer Sport Trac,3103
69127,Chevrolet,Corvette,6039
69130,Ford,Mustang,4088
69131,Lamborghini,Countach,6289
69147,BMW,600,4208
69167,Volvo,S60,4813
69172,Volkswagen,Jetta,840
69173,Subaru,XT,3974
69179,BMW,7 Series,3115
69184,Infiniti,Q,2512
69195,Suzuki,XL-7,6540
69205,Chrysler,New Yorker,4198
69210,Toyota,Land Cruiser,1312
69248,Oldsmobile,Aurora,6643
69264,GMC,Sierra 1500,989
69264,Acura,RDX,3981
69283,Ford,Expedition EL,7073
69317,Lexus,LS,6221
69331,Volkswagen,Jetta,7306
69366,Dodge,Ram 1500 Club,5480
69390,Honda,Accord,6894
69402,Lexus,LX,3426
69412,GMC,Yukon,7072
69438,Mitsubishi,Diamante,883
69455,Mazda,MPV,6722
69483,GMC,Yukon XL 2500,1649
69484,Mitsubishi,Lancer Evolution,2376
69497,Suzuki,Swift,315
69516,Maybach,57,7926
69538,Land Rover,Freelander,6611
69555,Chevrolet,Monte Carlo,728
69571,GMC,Yukon,7168
69576,Dodge,Viper,3328
69588,Ford,F150,4220
69595,Toyota,RAV4,3067
69611,Mercury,Sable,5230
69625,Nissan,300ZX,1260
69639,Ford,Flex,7544
69660,Mercedes-Benz,S-Class,5447
69663,Toyota,Matrix,5173
69673,Mitsubishi,Galant,4789
69688,Chevrolet,G-Series G30,6416
69713,Dodge,Ram Van B250,5461
69724,Saab,9-7X,547
69727,Volkswagen,Rabbit,4669
69728,Mercedes-Benz,S-Class,6379
69729,BMW,3 Series,3149
69760,Chevrolet,Corvette,6359
69766,Porsche,Cayman,5574
69779,BMW,750,702
69784,Pontiac,Torrent,6099
69800,Volvo,S60,217
69802,Toyota,Avalon,1976
69805,Honda,Crosstour,7983
69822,Kia,Rio,1201
69822,Land Rover,Range Rover,3968
69828,Nissan,Titan,4254
69857,Buick,LeSabre,5327
69867,Ford,Festiva,1081
69880,Chevrolet,SSR,6384
69908,Ford,Explorer,901
69925,Chevrolet,Venture,812
69946,Chevrolet,Express,7006
69966,Volkswagen,Passat,5342
69990,BMW,5 Series,2278
69991,GMC,Acadia,869
69994,Toyota,TundraMax,2461
70047,Pontiac,Montana,4093
70049,Land Rover,Freelander,647
70053,Buick,Skyhawk,6080
70056,Infiniti,FX,5782
70061,Audi,Quattro,5644
70062,Mitsubishi,Pajero,1879
70069,Oldsmobile,Ciera,7118
70071,Ford,F150,4816
70074,Ford,Explorer,3415
70077,Bentley,Brooklands,2313
70141,Lincoln,Continental,5184
70154,GMC,Savana 3500,6063
70157,Ford,F350,7247
70159,Subaru,Leone,3384
70162,GMC,Rally Wagon 1500,2642
70164,Ford,E-Series,4744
70211,Volvo,S70,7132
70212,Volvo,S40,2725
70222,Mitsubishi,Galant,4928
70225,Mitsubishi,Tredia,7589
70232,Volvo,C30,4507
70240,Cadillac,XLR,3480
70251,Mercedes-Benz,S-Class,7059
70263,Volkswagen,Corrado,7191
70296,Chevrolet,Silverado 1500,1909
70317,Hyundai,Tucson,1394
70325,Buick,Electra,2234
70354,Ford,Thunderbird,5822
70357,Pontiac,Grand Am,2766
70359,Ford,Mustang,5505
70360,Chevrolet,Corvette,2156
70375,Suzuki,Kizashi,7831
70377,Dodge,Dakota,5458
70378,BMW,X5,4601
70381,Chevrolet,Vega,2986
70409,Audi,Q7,2848
70410,Chevrolet,Monte Carlo,1491
70410,Ford,GT500,1663
70410,BMW,M6,4545
70412,Renault,Alliance,1352
70426,Mitsubishi,Sigma,1237
70427,Toyota,4Runner,3242
70431,Dodge,Ram Wagon B350,449
70442,Maybach,62,3319
70444,Dodge,Dakota,224
70450,Buick,Skyhawk,4074
70462,Suzuki,Aerio,2801
70463,Subaru,SVX,7083
70469,Ferrari,612 Scaglietti,1709
70475,Suzuki,SX4,7128
70499,Chevrolet,Silverado 2500,1911
70505,Audi,R8,7195
70511,Mazda,MX-5,2718
70536,Chrysler,300M,3124
70555,Ford,Expedition,143
70559,Hyundai,Equus,1360
70572,Honda,Odyssey,1149
70576,Dodge,Ram 2500,7592
70583,Mazda,B-Series,3881
70599,Mercury,Topaz,7160
70611,Suzuki,Swift,1308
70635,Dodge,Neon,96
70643,Infiniti,Q,5246
70643,Dodge,Ram 1500,7478
70647,Mazda,B-Series,4450
70650,Ford,Five Hundred,4555
70653,Pontiac,Trans Sport,5248
70654,Mercury,Grand Marquis,3374
70660,Chevrolet,Monte Carlo,3126
70681,GMC,Vandura 1500,6212
70682,Mazda,Familia,6058
70708,Mercedes-Benz,C-Class,22
70712,Mercedes-Benz,SLK-Class,7193
70749,Dodge,Magnum,1473
70754,Suzuki,Esteem,1192
70782,Mercedes-Benz,G55 AMG,2407
70811,Lincoln,Town Car,5439
70814,Pontiac,Firebird,1426
70814,Hyundai,Tucson,4000
70823,Suzuki,SJ,5053
70825,MINI,Clubman,3957
70828,Kia,Spectra,7685
70834,Chrysler,Imperial,2866
70863,BMW,X5,3051
70874,Audi,S5,7813
70909,Pontiac,Bonneville,5757
70926,Ford,F-Series,4138
70946,Chevrolet,Cobalt,974
70946,Chrysler,LeBaron,7726
70957,Pontiac,Firebird,5977
70974,Dodge,Ram Van 3500,199
70987,Mercury,Grand Marquis,6224
70996,GMC,Jimmy,4452
71002,Ford,Focus,4166
71033,Oldsmobile,88,4887
71047,Acura,TSX,6779
71078,Isuzu,Rodeo,5280
71092,Ford,Bronco,4666
71099,Buick,Park Avenue,1862
71099,BMW,M3,6975
71118,Lexus,IS,847
71119,Acura,MDX,2329
71119,Ford,E150,7974
71137,Chevrolet,Caprice,4937
71139,Maybach,62,4915
71171,Volvo,XC90,271
71178,Mitsubishi,Montero,3678
71187,Mazda,MPV,4003
71197,Nissan,Versa,2814
71207,Maserati,Quattroporte,3367
71227,Nissan,Murano,7563
71248,Subaru,Tribeca,3473
71253,Pontiac,Grand Prix,3424
71279,Mazda,Mazdaspeed 3,4031
71280,Saab,9-5,4684
71283,Cadillac,Escalade,7214
71295,Audi,Allroad,1960
71313,Chrysler,Crossfire,159
71317,Citroën,CX,79
71322,BMW,3 Series,5171
71326,Volkswagen,Golf,5431
71331,Volvo,850,5082
71344,Saturn,Relay,2700
71348,Acura,NSX,2288
71350,Mitsubishi,Lancer,6016
71354,Kia,Rondo,5136
71364,Mazda,CX-9,5500
71378,Chevrolet,Avalanche,2565
71380,Chevrolet,3500,4015
71416,GMC,Yukon,742
71426,Volkswagen,Golf,2594
71459,Toyota,Sienna,7338
71467,Mercedes-Benz,CL-Class,4567
71480,Honda,Civic,1929
71490,Buick,Regal,6972
71493,Mazda,Miata MX-5,1707
71521,Volkswagen,Golf III,596
71522,Aston Martin,DBS,1095
71527,Toyota,Tercel,4205
71544,Oldsmobile,Silhouette,3609
71557,Oldsmobile,98,1501
71560,Chrysler,Grand Voyager,7225
71562,Audi,200,707
71565,Chevrolet,Equinox,3265
71580,Ram,3500,5009
71585,Chrysler,Aspen,4574
71586,Ford,EXP,6961
71590,Volkswagen,Corrado,6701
71610,Hyundai,Santa Fe,5934
71622,Mitsubishi,Outlander,4707
71631,Mazda,Miata MX-5,7288
71641,Chevrolet,Cavalier,197
71645,Mazda,Millenia,3278
71655,Toyota,MR2,2664
71668,Ford,LTD,6166
71671,Dodge,Dakota Club,2849
71678,Dodge,Durango,1427
71687,Ford,E-Series,5286
71695,Buick,Century,7021
71696,Ford,Escort,5606
71701,Lamborghini,Diablo,6306
71713,Toyota,Tundra,2978
71715,Land Rover,Discovery,2759
71716,Acura,TL,135
71720,Aston Martin,Vanquish S,4927
71736,Lexus,LS,1845
71747,Porsche,928,1004
71748,Pontiac,GTO,4202
71752,Infiniti,EX,2297
71769,Plymouth,Colt Vista,2686
71785,Ford,Ranger,1701
71788,Ford,Focus,1343
71798,Honda,Accord,4033
71816,Chevrolet,Express 1500,7227
71819,Mazda,626,1356
71824,Mitsubishi,Expo,2285
71826,Infiniti,M,3001
71830,Toyota,Avalon,3313
71853,BMW,X5,4453
71860,Isuzu,Trooper,7833
71881,Mitsubishi,Montero Sport,2850
71884,Saab,900,3942
71886,Oldsmobile,88,309
71912,Isuzu,Trooper,351
71935,Chevrolet,Express 2500,1759
71937,BMW,X5,1720
71939,Saab,9-3,5989
71941,Volkswagen,Eurovan,3760
71942,Buick,Century,7217
71943,GMC,Savana 1500,4781
71950,Ford,Expedition,7170
71952,Audi,S6,2459
71957,Chevrolet,Camaro,1916
71994,Suzuki,Swift,1858
72054,Dodge,Charger,7233
72058,Ford,Mustang,667
72085,Subaru,Brat,7553
72086,Audi,A8,7547
72102,Honda,Odyssey,5079
72105,Volvo,V40,3564
72124,Volvo,S80,4144
72126,Honda,Passport,6506
72133,Mitsubishi,Eclipse,377
72136,Nissan,Armada,841
72148,Chevrolet,Monte Carlo,955
72179,Ford,Tempo,6394
72182,Buick,Rendezvous,2570
72192,Nissan,Maxima,5482
72195,Mercury,Cougar,3345
72197,Volvo,S40,3655
72207,Chevrolet,Malibu,4260
72250,Honda,del Sol,1408
72251,GMC,Sierra 1500,3673
72258,Chevrolet,S10,7880
72264,Mitsubishi,Mighty Max Macro,7657
72269,Mercedes-Benz,CLK-Class,2980
72277,Buick,Century,4985
72278,Dodge,Neon,764
72284,Honda,CR-V,6263
72290,Volkswagen,Type 2,6953
72310,Volkswagen,Eos,7672
72332,BMW,325,528
72354,Oldsmobile,98,4583
72372,Audi,TT,1727
72381,Ford,E150,7911
72426,Volkswagen,Golf III,7267
72435,Subaru,Impreza,1419
72441,Chevrolet,Camaro,6302
72456,Volvo,V50,4362
72470,Rolls-Royce,Phantom,145
72476,Cadillac,SRX,5217
72487,Volkswagen,Passat,4840
72497,Mazda,MX-5,2016
72508,BMW,3 Series,130
72520,Pontiac,Firebird,4288
72525,Ford,Crown Victoria,4009
72531,Ford,E-Series,434
72582,Chevrolet,Sportvan G20,4673
72590,Honda,Insight,4969
72601,Pontiac,Firebird,4986
72602,Mitsubishi,Montero,1366
72605,Hyundai,Elantra,2843
72611,GMC,Savana 3500,887
72638,Ford,Th!nk,3841
72640,Mercury,Mountaineer,421
72666,Lexus,IS,3892
72676,Volvo,C30,2005
72678,Jeep,Cherokee,2556
72680,Scion,xB,7094
72693,Toyota,Cressida,2641
72705,Chevrolet,Equinox,1933
72710,Pontiac,Aztek,4401
72737,Panoz,Esperante,3667
72743,Porsche,911,1958
72759,Chevrolet,Suburban 2500,3816
72769,Kia,Optima,2283
72771,Volvo,850,5272
72778,Jaguar,XJ,2460
