integer-1,decimal-1,decimal-1,decimal-1
13663,22.00,34686.52,0.10
13737,8.00,13205.84,0.06
13790,24.00,40890.96,0.06
13797,22.00,37637.38,0.05
13813,19.00,32809.39,0.06
13827,11.00,19149.02,0.07
13854,20.00,35357.00,0.07
13856,22.00,38936.70,0.04
13920,2.00,3667.84,0.02
13943,27.00,50137.38,0.08
13945,22.00,40896.68,0.10
13967,20.00,37619.20,0.04
13990,7.00,13327.93,0.01
14076,30.00,29702.10,0.00
14173,5.00,5435.85,0.04
14178,16.00,17474.72,0.00
14179,29.00,31701.93,0.10
14180,6.00,6565.08,0.09
14231,18.00,20614.14,0.06
14305,29.00,35359.70,0.05
14313,23.00,28228.13,0.00
14315,30.00,36879.30,0.02
14378,8.00,10338.96,0.02
14387,24.00,31233.12,0.09
14424,26.00,34798.92,0.09
14504,30.00,42555.00,0.08
14561,9.00,13280.04,0.03
14628,30.00,46278.60,0.02
14668,4.00,6330.64,0.03
14705,23.00,37253.10,0.03
14729,24.00,39449.28,0.03
14750,26.00,43283.50,0.08
14771,8.00,13486.16,0.07
14826,28.00,48742.96,0.00
14831,23.00,40154.09,0.03
14837,28.00,49051.24,0.03
14845,16.00,28157.44,0.02
14855,1.00,1769.85,0.04
14864,20.00,35577.20,0.08
14980,8.00,15159.84,0.00
15009,19.00,17556.00,0.04
15058,23.00,22380.15,0.07
15260,27.00,31732.02,0.01
15298,13.00,15772.77,0.01
15299,2.00,2428.58,0.10
15320,8.00,9882.56,0.05
15336,29.00,36288.57,0.03
15421,28.00,37419.76,0.07
15498,25.00,35337.25,0.00
15521,18.00,25857.36,0.02
15535,5.00,7252.65,0.06
15626,17.00,26207.54,0.03
15833,8.00,13990.64,0.06
15834,27.00,47245.41,0.05
15857,19.00,33684.15,0.09
15868,29.00,51731.94,0.07
15951,21.00,39205.95,0.01
16050,28.00,27049.40,0.00
16074,5.00,4950.35,0.04
16111,26.00,26704.86,0.09
16130,30.00,31383.90,0.04
16133,9.00,9442.17,0.06
16158,7.00,7519.05,0.06
16165,27.00,29191.32,0.10
16231,20.00,22944.60,0.00
16258,15.00,17613.75,0.10
16383,10.00,12993.80,0.02
16421,8.00,10699.36,0.07
16441,5.00,6787.20,0.08
16581,6.00,8985.48,0.03
16603,18.00,27352.80,0.08
16671,11.00,17464.37,0.02
16678,4.00,6378.68,0.10
16690,22.00,35347.18,0.02
16717,26.00,42476.46,0.08
16733,8.00,13197.84,0.02
16857,20.00,35477.00,0.09
16920,27.00,49596.84,0.06
16981,30.00,56939.40,0.09
17075,8.00,7936.56,0.09
17086,29.00,29089.32,0.02
17165,8.00,8657.28,0.06
17252,26.00,30400.50,0.04
17277,19.00,22691.13,0.05
17298,28.00,34028.12,0.09
17469,22.00,30502.12,0.04
17473,18.00,25028.46,0.04
17499,22.00,31162.78,0.04
17550,11.00,16143.05,0.03
17611,1.00,1528.61,0.10
17673,8.00,12725.36,0.05
17688,23.00,36930.64,0.00
17756,28.00,46865.00,0.04
17882,5.00,8999.40,0.08
17891,16.00,28942.24,0.07
17928,6.00,11075.52,0.02
17933,7.00,12956.51,0.08
17940,9.00,16721.46,0.09
17959,14.00,26277.30,0.09
17982,15.00,28499.70,0.06
17988,16.00,30495.68,0.09
18005,9.00,8307.00,0.02
18014,15.00,13980.15,0.10
18030,4.00,3792.12,0.06
18122,6.00,6240.72,0.08
18189,6.00,6643.08,0.02
18282,25.00,30007.00,0.01
18295,29.00,35185.41,0.04
18311,30.00,36879.30,0.10
18329,26.00,32430.32,0.06
18347,18.00,22776.12,0.09
18425,2.00,2686.84,0.06
18466,24.00,33227.04,0.05
18548,19.00,27864.26,0.00
18550,22.00,32308.10,0.04
18654,12.00,18871.80,0.07
18691,27.00,43461.63,0.04
18774,16.00,27084.32,0.07
18833,28.00,49051.24,0.06
18861,6.00,10679.16,0.03
18861,16.00,28477.76,0.02
18867,5.00,8929.30,0.02
18877,10.00,17958.70,0.09
18890,29.00,52457.81,0.05
18890,15.00,27133.35,0.09
18891,5.00,9049.45,0.04
18896,7.00,12704.23,0.07
18985,8.00,15231.84,0.02
19006,2.00,1850.00,0.05
19019,14.00,13132.14,0.04
19048,6.00,5802.24,0.10
19052,13.00,12623.65,0.00
19077,22.00,21913.54,0.02
19078,25.00,24926.75,0.00
19116,6.00,6210.66,0.07
19117,7.00,7252.77,0.06
19130,13.00,13638.69,0.06
19263,23.00,27191.98,0.01
19310,17.00,20898.27,0.00
19318,17.00,21034.27,0.09
19357,29.00,37014.15,0.05
19360,4.00,5117.44,0.08
19366,14.00,17995.04,0.01
19377,18.00,23334.66,0.10
19433,22.00,29753.46,0.06
19436,14.00,18976.02,0.06
19503,8.00,11380.00,0.06
19556,13.00,19182.15,0.04
19571,4.00,5962.28,0.03
19598,5.00,7587.95,0.02
19612,16.00,24505.76,0.10
19652,7.00,11001.55,0.02
19727,6.00,9880.32,0.10
19809,28.00,48406.40,0.00
19836,11.00,19314.13,0.03
19893,1.00,1812.89,0.03
19914,30.00,55017.30,0.04
19947,9.00,16802.46,0.07
9,4.00,3636.00,0.01
55,17.00,16235.85,0.03
66,21.00,20287.26,0.03
114,16.00,16225.76,0.08
165,24.00,25563.84,0.03
235,9.00,10217.07,0.09
268,20.00,23365.20,0.05
326,1.00,1226.32,0.02
337,15.00,18559.95,0.00
356,22.00,27639.70,0.09
427,24.00,31858.08,0.01
466,13.00,17763.98,0.05
497,13.00,18167.37,0.10
561,13.00,19000.28,0.01
572,28.00,41231.96,0.09
607,1.00,1507.60,0.02
659,12.00,18715.80,0.07
762,17.00,28266.92,0.00
777,13.00,21811.01,0.08
870,9.00,15937.83,0.10
887,21.00,37545.48,0.04
888,4.00,7155.52,0.02
894,24.00,43077.36,0.05
900,26.00,46823.40,0.10
931,7.00,12823.51,0.10
968,3.00,5606.88,0.04
1016,20.00,18340.20,0.04
1064,16.00,15440.96,0.02
1113,13.00,13183.43,0.07
1184,4.00,4340.72,0.00
1226,19.00,21417.18,0.06
1292,18.00,21479.22,0.08
1341,23.00,28573.82,0.06
1342,3.00,3730.02,0.09
1361,6.00,7574.16,0.03
1373,1.00,1274.37,0.10
1427,9.00,11955.78,0.06
1451,14.00,18934.30,0.03
1507,5.00,7042.50,0.04
1606,23.00,34674.80,0.07
1606,23.00,34674.80,0.01
1607,14.00,21120.40,0.00
1725,8.00,13013.76,0.04
1900,13.00,23424.70,0.07
1923,2.00,3649.84,0.06
1936,16.00,29406.88,0.05
2017,19.00,17461.19,0.09
2027,27.00,25083.54,0.05
2029,24.00,22344.48,0.10
2033,19.00,17765.57,0.05
2095,17.00,16950.53,0.08
2158,30.00,31804.50,0.08
2183,23.00,24959.14,0.03
2211,29.00,32283.09,0.04
2214,24.00,26789.04,0.02
2260,26.00,30218.76,0.08
2311,14.00,16986.34,0.06
2363,23.00,29103.28,0.10
2385,30.00,38621.40,0.03
2477,25.00,34486.75,0.02
2497,6.00,8396.94,0.01
2504,23.00,32349.50,0.05
2510,8.00,11300.08,0.04
2521,4.00,5694.08,0.09
2556,22.00,32088.10,0.06
2602,27.00,40624.20,0.04
2629,24.00,36758.88,0.05
2695,29.00,46333.01,0.04
2745,21.00,34602.54,0.05
2797,10.00,16997.90,0.00
2816,10.00,17188.10,0.04
2955,19.00,35301.05,0.08
2996,7.00,13292.93,0.00
3016,16.00,14704.16,0.06
3020,30.00,27690.60,0.03
3058,15.00,14415.75,0.00
3063,4.00,3864.24,0.05
3116,28.00,28535.08,0.01
3127,23.00,23692.76,0.10
3138,23.00,23945.99,0.00
3185,16.00,17410.88,0.01
3187,25.00,27254.50,0.00
3213,3.00,3348.63,0.00
3287,4.00,4761.12,0.01
3309,19.00,23033.70,0.02
3361,19.00,24022.84,0.01
3389,18.00,23262.84,0.07
3436,23.00,30806.89,0.02
3587,19.00,28321.02,0.08
3595,10.00,14985.90,0.06
3628,1.00,1531.62,0.06
3659,19.00,29690.35,0.09
3763,16.00,26668.16,0.02
3807,28.00,47902.40,0.05
3829,3.00,5198.46,0.08
3854,6.00,10547.10,0.06
4076,29.00,28422.03,0.03
4083,9.00,8883.72,0.09
4102,10.00,10061.00,0.09
4183,26.00,28266.68,0.03
4243,18.00,20650.32,0.10
4259,22.00,25591.50,0.03
4275,29.00,34198.83,0.01
4379,21.00,26950.77,0.07
4416,18.00,23767.38,0.03
4442,22.00,29621.68,0.03
4443,2.00,2694.88,0.07
4490,1.00,1394.49,0.03
4504,15.00,21127.50,0.06
4524,7.00,9999.64,0.04
4525,13.00,18583.76,0.06
4527,8.00,11452.16,0.10
4561,1.00,1465.56,0.10
4595,28.00,41988.52,0.01
4619,19.00,28948.59,0.09
4757,6.00,9970.50,0.09
4788,25.00,42319.50,0.03
4812,21.00,36053.01,0.00
4855,5.00,8799.25,0.09
4875,21.00,37377.27,0.01
4897,26.00,46849.14,0.05
4900,14.00,25268.60,0.09
4904,20.00,36178.00,0.10
4956,26.00,48384.70,0.05
4962,1.00,1866.96,0.01
5000,2.00,1810.00,0.10
5010,5.00,4575.05,0.09
5059,30.00,28921.50,0.08
5112,3.00,3051.33,0.09
5135,5.00,5200.65,0.10
5145,28.00,29403.92,0.04
5151,5.00,5280.75,0.00
5170,8.00,8601.36,0.04
5191,8.00,8769.52,0.02
5276,11.00,12993.97,0.02
5345,18.00,22506.12,0.03
5371,17.00,21698.29,0.08
5447,18.00,24343.92,0.06
5456,2.00,2722.90,0.07
5470,19.00,26133.93,0.10
5510,9.00,12739.59,0.00
5533,10.00,14385.30,0.01
5559,8.00,11716.40,0.02
5633,27.00,41543.01,0.04
5654,12.00,18715.80,0.09
5695,7.00,11204.83,0.09
5764,26.00,43413.76,0.01
5839,19.00,33151.77,0.01
5883,26.00,46510.88,0.02
5912,29.00,52719.39,0.03
5948,30.00,55618.20,0.08
5962,29.00,54170.84,0.06
6035,2.00,1882.06,0.08
6046,12.00,11424.48,0.00
6068,20.00,19481.20,0.05
6071,16.00,15633.12,0.10
6097,25.00,25077.25,0.10
6137,8.00,8345.04,0.05
6177,23.00,24912.91,0.08
6208,15.00,16713.00,0.02
6316,6.00,7333.86,0.05
6372,14.00,17897.18,0.10
6394,16.00,20806.24,0.10
6481,15.00,20812.20,0.02
6501,5.00,7037.50,0.06
6574,24.00,35533.68,0.08
6637,11.00,16979.93,0.07
6664,22.00,34554.52,0.03
6754,30.00,49822.50,0.07
6835,8.00,13934.64,0.01
6844,19.00,33265.96,0.08
6862,1.00,1768.86,0.05
6868,2.00,3549.72,0.02
6869,26.00,46172.36,0.00
6912,20.00,36378.20,0.08
6992,27.00,51272.73,0.05
7059,15.00,14490.75,0.01
7081,11.00,10868.88,0.10
7110,12.00,12205.32,0.03
7116,17.00,17392.87,0.01
7122,8.00,8232.96,0.01
7188,2.00,2190.36,0.00
7256,7.00,8142.75,0.02
7268,29.00,34082.54,0.02
7474,13.00,17959.11,0.00
7514,27.00,38380.77,0.10
7558,9.00,13189.95,0.00
7566,17.00,25050.52,0.10
7568,1.00,1475.56,0.02
7571,12.00,17742.84,0.06
7583,20.00,29811.60,0.06
7603,12.00,18127.20,0.07
7607,4.00,6058.40,0.07
7625,14.00,21456.68,0.02
7639,3.00,4639.89,0.00
7659,14.00,21933.10,0.10
7659,2.00,3133.30,0.00
7673,2.00,3161.34,0.08
7695,28.00,44875.32,0.10
7735,7.00,11499.11,0.06
7761,23.00,38381.48,0.10
7781,23.00,38841.94,0.07
7802,29.00,49584.20,0.10
7904,22.00,39861.80,0.09
7917,3.00,5474.73,0.07
7934,17.00,31312.81,0.06
7961,21.00,39248.16,0.04
8017,22.00,20350.22,0.06
8026,15.00,14010.30,0.08
8030,24.00,22512.72,0.05
8038,5.00,4730.15,0.02
8078,29.00,28596.03,0.03
8095,28.00,28086.52,0.01
8102,20.00,20202.00,0.09
8140,30.00,31444.20,0.10
8188,11.00,12057.98,0.06
8230,17.00,19349.91,0.01
8247,13.00,15018.12,0.06
8249,9.00,10415.16,0.10
8300,27.00,32624.10,0.02
8419,14.00,18583.74,0.03
8675,10.00,15836.70,0.10
8681,13.00,20665.84,0.00
8750,21.00,34833.75,0.07
8769,25.00,41944.00,0.04
8784,23.00,38933.94,0.06
8847,14.00,24581.76,0.07
8922,17.00,31125.64,0.09
8978,16.00,30191.52,0.01
9033,16.00,15072.48,0.07
9180,28.00,30497.04,0.06
9230,9.00,10253.07,0.02
9368,26.00,33211.36,0.09
9628,3.00,4612.86,0.04
9653,30.00,46879.50,0.09
9665,16.00,25194.56,0.01
9704,3.00,4841.10,0.00
9741,18.00,29713.32,0.10
9748,27.00,44758.98,0.07
9763,14.00,23418.64,0.01
9788,9.00,15280.02,0.05
9829,24.00,41731.68,0.07
9840,29.00,50745.36,0.01
9846,30.00,52675.20,0.08
9880,21.00,37587.48,0.10
9992,26.00,49451.74,0.01
10039,4.00,3796.12,0.09
10066,3.00,2928.18,0.00
10078,1.00,988.07,0.04
10093,19.00,19058.71,0.06
10157,15.00,16007.25,0.02
10291,1.00,1201.29,0.04
10304,27.00,32786.10,0.10
10311,20.00,24426.20,0.07
10396,24.00,31353.36,0.04
10428,10.00,13384.20,0.00
10488,19.00,26571.12,0.05
10505,17.00,24063.50,0.09
10527,2.00,2875.04,0.05
10534,7.00,10111.71,0.04
10547,20.00,29150.80,0.08
10560,8.00,11764.48,0.01
10578,24.00,35725.68,0.02
10583,19.00,28378.02,0.09
10635,19.00,29366.97,0.09
10658,17.00,26667.05,0.00
10663,25.00,39341.50,0.04
10707,4.00,6470.80,0.06
10758,20.00,33375.00,0.10
10783,29.00,49119.62,0.01
10793,6.00,10222.74,0.05
10814,3.00,5174.43,0.10
10859,19.00,33627.15,0.08
10874,24.00,42836.88,0.05
10886,6.00,10781.28,0.02
10941,8.00,14815.52,0.05
10977,7.00,13215.79,0.08
11091,2.00,2004.18,0.03
11195,9.00,9955.71,0.01
11214,30.00,33756.30,0.04
11249,15.00,17403.60,0.09
11255,12.00,13995.00,0.08
11276,19.00,22558.13,0.09
11385,19.00,24631.22,0.06
11391,24.00,31257.36,0.05
11403,20.00,26288.00,0.03
11435,16.00,21542.88,0.01
11451,2.00,2724.90,0.07
11484,17.00,23723.16,0.08
11488,3.00,4198.44,0.00
11564,17.00,25084.52,0.08
11575,19.00,28244.83,0.08
11577,19.00,28282.83,0.04
11598,4.00,6038.36,0.02
11616,9.00,13748.49,0.00
11637,29.00,44910.27,0.10
11673,28.00,44370.76,0.08
11673,12.00,19016.04,0.04
11824,17.00,29508.94,0.09
11826,14.00,24329.48,0.00
11870,25.00,44546.75,0.04
11883,15.00,26923.20,0.09
11938,30.00,55497.90,0.04
12016,26.00,24128.26,0.04
12038,24.00,22800.72,0.03
12049,10.00,9610.40,0.07
12129,29.00,30192.48,0.02
12181,23.00,25143.14,0.02
12287,30.00,35978.40,0.03
12405,8.00,10539.20,0.02
12435,17.00,22906.31,0.02
12437,28.00,37784.04,0.06
12441,2.00,2706.88,0.01
12458,26.00,35631.70,0.05
12481,27.00,37623.96,0.07
12494,7.00,9845.43,0.09
12521,20.00,28670.40,0.01
12525,2.00,2875.04,0.06
12527,10.00,14395.20,0.05
12566,18.00,26614.08,0.08
12582,6.00,8967.48,0.06
12601,16.00,24217.60,0.06
12624,22.00,33805.64,0.02
12660,15.00,23589.90,0.06
12683,24.00,38296.32,0.06
12783,16.00,27132.48,0.06
12865,6.00,10667.16,0.10
12933,29.00,53531.97,0.01
12994,4.00,7627.96,0.07
13009,16.00,14752.00,0.10
13134,17.00,17801.21,0.10
13148,8.00,8489.12,0.04
13165,14.00,15094.24,0.04
13180,5.00,5465.90,0.07
13216,2.00,2258.42,0.05
13304,28.00,34084.40,0.01
13335,5.00,6241.65,0.01
13410,5.00,6617.05,0.01
13423,8.00,10691.36,0.06
13480,16.00,22295.68,0.02
13509,6.00,8535.00,0.05
13693,3.00,4820.07,0.08
13768,7.00,11772.32,0.04
13773,14.00,23614.78,0.05
13786,7.00,11898.46,0.09
13833,19.00,33189.77,0.08
13876,4.00,7159.48,0.02
13920,19.00,34844.48,0.07
13967,8.00,15047.68,0.08
13993,10.00,19069.90,0.03
14031,12.00,11340.36,0.00
14082,18.00,17929.44,0.07
14106,9.00,9180.90,0.05
14193,10.00,11071.90,0.00
14221,18.00,20433.96,0.03
14282,6.00,7177.68,0.07
14325,11.00,13632.52,0.03
14325,23.00,28504.36,0.00
14349,18.00,22740.12,0.06
14379,27.00,34920.99,0.09
14457,13.00,17828.85,0.01
14607,3.00,4564.80,0.08
14629,2.00,3087.24,0.10
14666,16.00,25290.56,0.04
14739,22.00,36382.06,0.02
14742,5.00,8283.70,0.02
14752,25.00,41668.75,0.01
14775,21.00,35485.17,0.07
14920,14.00,25688.88,0.04
14952,9.00,16802.55,0.01
14963,27.00,50704.92,0.03
15108,27.00,27623.70,0.05
15130,21.00,21947.73,0.02
15214,25.00,28230.25,0.01
15284,13.00,15590.64,0.08
15335,10.00,12503.30,0.09
15336,16.00,20021.28,0.03
15359,9.00,11469.15,0.10
15410,15.00,19881.15,0.06
15468,2.00,2766.92,0.01
15474,23.00,31957.81,0.10
15498,9.00,12721.41,0.07
15558,3.00,4420.65,0.01
15569,4.00,5938.24,0.10
15580,5.00,7477.90,0.06
15593,18.00,27154.62,0.00
15648,21.00,32836.44,0.08
15656,5.00,7858.25,0.09
15721,9.00,14730.48,0.01
15856,5.00,8859.25,0.04
15899,27.00,49002.03,0.01
15961,7.00,13138.72,0.01
16069,3.00,2955.18,0.03
16072,1.00,988.07,0.01
16076,20.00,19841.40,0.02
16088,30.00,30122.40,0.07
16119,27.00,27947.97,0.04
16153,3.00,3207.45,0.07
16200,15.00,16743.00,0.04
16211,26.00,29307.46,0.00
16235,5.00,5756.15,0.10
16259,16.00,18804.00,0.07
16304,16.00,19524.80,0.02
16305,3.00,3663.90,0.06
16331,27.00,33677.91,0.00
16332,22.00,27463.26,0.08
16357,20.00,25467.00,0.07
16455,19.00,26057.55,0.09
16481,29.00,40526.92,0.03
16552,21.00,30839.55,0.06
16618,5.00,7673.05,0.08
16677,21.00,33467.07,0.10
16704,19.00,30793.30,0.07
16772,3.00,5066.31,0.02
16897,3.00,5441.67,0.01
16919,13.00,23866.83,0.05
16978,22.00,41689.34,0.00
16987,2.00,3807.96,0.09
16988,6.00,11429.88,0.09
17015,13.00,12116.13,0.10
17047,22.00,21208.88,0.05
17050,19.00,18373.95,0.08
17059,26.00,25377.30,0.05
17142,14.00,14827.96,0.08
17187,30.00,33125.40,0.00
17224,30.00,34236.60,0.02
17291,10.00,12082.90,0.10
17291,28.00,33832.12,0.10
17292,16.00,19348.64,0.05
17323,19.00,23566.08,0.09
17326,19.00,23623.08,0.05
17337,10.00,12543.30,0.09
17359,17.00,21697.95,0.00
17370,2.00,2574.74,0.02
17413,15.00,19956.15,0.03
17447,26.00,35475.44,0.02
17530,7.00,10132.71,0.03
17562,26.00,38468.56,0.07
17572,24.00,35749.68,0.07
17608,3.00,4576.80,0.05
17616,29.00,44474.69,0.00
17633,28.00,43417.64,0.09
17636,26.00,40394.38,0.03
17650,22.00,34488.30,0.06
17654,23.00,36147.95,0.10
17708,15.00,24385.50,0.06
17756,22.00,36822.50,0.08
17772,19.00,32105.63,0.07
17799,10.00,17167.90,0.03
17829,26.00,45417.32,0.00
17860,29.00,51557.94,0.06
17909,16.00,29230.40,0.04
17939,30.00,55707.90,0.10
17965,19.00,35776.24,0.06
17982,2.00,3799.96,0.05
17996,25.00,47849.75,0.10
18043,30.00,28831.20,0.09
18088,20.00,20121.60,0.02
18100,17.00,17307.70,0.08
18164,7.00,7575.12,0.08
18168,21.00,22809.36,0.07
18228,25.00,28655.50,0.02
18279,9.00,10775.43,0.09
18281,28.00,33579.84,0.01
18382,26.00,33809.88,0.00
18409,30.00,39822.00,0.09
18428,22.00,29621.24,0.08
18437,7.00,9488.01,0.01
18437,11.00,14909.73,0.10
18438,16.00,21702.88,0.08
18445,17.00,23178.48,0.01
18481,5.00,6997.40,0.02
18501,13.00,18453.50,0.03
18512,22.00,31471.22,0.00
18539,24.00,34980.72,0.10
18549,4.00,5870.16,0.03
18557,27.00,39839.85,0.08
18571,10.00,14895.70,0.09
18582,22.00,33012.76,0.06
18614,21.00,32184.81,0.04
18657,29.00,45693.85,0.04
18661,13.00,20535.58,0.04
18702,23.00,37276.10,0.08
18802,12.00,20649.60,0.01
18839,22.00,38672.26,0.06
18877,26.00,46692.62,0.05
18878,2.00,3593.74,0.09
18903,1.00,1821.90,0.05
18908,11.00,20095.90,0.04
18954,1.00,1872.95,0.10
18970,15.00,28334.55,0.08
19068,27.00,26650.62,0.05
19116,16.00,16561.76,0.02
19157,15.00,16142.25,0.08
19213,17.00,19247.57,0.07
19245,19.00,22120.56,0.02
19251,15.00,17553.75,0.05
19289,19.00,22957.32,0.08
19355,19.00,24212.65,0.03
19389,15.00,19625.70,0.01
19417,12.00,16036.92,0.02
19541,3.00,4381.62,0.05
19602,27.00,41083.20,0.08
19683,4.00,6410.72,0.00
19758,22.00,36910.50,0.10
19786,21.00,35821.38,0.03
19827,9.00,15721.38,0.05
19829,2.00,3497.64,0.06
19842,8.00,14094.72,0.04
19903,29.00,52864.10,0.02
19915,18.00,33028.38,0.01
19935,29.00,53792.97,0.00
28,29.00,26912.58,0.02
95,1.00,995.09,0.05
101,20.00,20022.00,0.03
152,15.00,15782.25,0.05
212,27.00,30029.67,0.03
243,19.00,21721.56,0.05
316,11.00,13379.41,0.02
317,12.00,14607.72,0.03
344,18.00,22398.12,0.07
386,20.00,25727.60,0.04
405,10.00,13054.00,0.04
416,6.00,7898.46,0.10
427,3.00,3982.26,0.04
463,17.00,23178.82,0.00
578,30.00,44357.10,0.08
619,29.00,44068.69,0.00
629,20.00,30592.40,0.08
636,27.00,41489.01,0.10
638,27.00,41543.01,0.06
730,18.00,29353.14,0.01
929,22.00,40258.24,0.05
940,30.00,55228.20,0.02
961,7.00,13033.72,0.09
992,4.00,7571.96,0.09
999,15.00,28499.85,0.07
1040,25.00,23526.00,0.01
1046,18.00,17046.72,0.04
1098,11.00,10989.99,0.05
1180,29.00,31354.22,0.02
1208,23.00,25511.60,0.05
1209,1.00,1110.20,0.00
1289,28.00,33327.84,0.05
1324,25.00,30633.00,0.10
1328,17.00,20898.44,0.02
1417,4.00,5273.64,0.06
1465,9.00,12298.14,0.03
1493,3.00,4183.47,0.03
1497,18.00,25172.82,0.04
1528,15.00,21442.80,0.02
1552,8.00,11628.40,0.06
1563,27.00,39543.12,0.01
1576,27.00,39894.39,0.02
1582,29.00,43023.82,0.04
1606,16.00,24121.60,0.02
1686,30.00,47630.40,0.02
1735,13.00,21277.49,0.02
1789,16.00,27052.48,0.08
1863,1.00,1764.86,0.08
1903,12.00,21658.80,0.05
1929,29.00,53096.68,0.03
1933,13.00,23854.09,0.04
1957,10.00,18589.50,0.08
1968,26.00,48618.96,0.07
1980,30.00,56459.40,0.08
2007,2.00,1818.00,0.05
2196,28.00,30749.32,0.03
2263,6.00,6991.56,0.05
2281,16.00,18932.48,0.00
2322,29.00,35505.28,0.05
2360,2.00,2524.72,0.09
2391,9.00,11640.51,0.09
2399,10.00,13013.90,0.10
2440,12.00,16109.28,0.02
2474,1.00,1376.47,0.00
2526,2.00,2857.04,0.01
2533,12.00,17226.36,0.08
2549,26.00,37740.04,0.05
2562,2.00,2929.12,0.08
2584,7.00,10406.06,0.02
2652,1.00,1554.65,0.03
2662,16.00,25034.56,0.08
2762,3.00,4994.28,0.07
2768,18.00,30073.68,0.04
2769,21.00,35106.96,0.01
2775,20.00,33555.40,0.03
2851,16.00,28061.60,0.09
2884,28.00,50032.64,0.02
2946,26.00,48072.44,0.00
2971,30.00,56219.10,0.02
3156,20.00,21183.00,0.10
3230,10.00,11332.30,0.02
3233,16.00,18179.68,0.04
3244,19.00,21797.56,0.05
3254,23.00,26616.75,0.05
3289,18.00,21461.04,0.03
3388,11.00,14205.18,0.03
3447,4.00,5401.76,0.05
3503,25.00,35162.50,0.07
3545,4.00,5794.16,0.04
3586,2.00,2979.16,0.09
3630,20.00,30672.60,0.04
3730,21.00,34308.33,0.05
3776,11.00,18477.47,0.05
3814,25.00,42945.25,0.05
3839,30.00,52284.90,0.00
3911,26.00,47187.66,0.07
3941,29.00,53503.26,0.04
3942,4.00,7383.76,0.08
3944,6.00,11087.64,0.10
3967,10.00,18709.60,0.06
4059,11.00,10593.55,0.06
4144,23.00,24107.22,0.05
4154,16.00,16930.40,0.06
4173,20.00,21543.40,0.10
4180,1.00,1084.18,0.07
4298,2.00,2404.58,0.03
4299,15.00,18049.35,0.09
4307,6.00,7267.80,0.09
4346,3.00,3751.02,0.01
4432,20.00,26728.60,0.05
4492,20.00,27929.80,0.02
4559,15.00,21953.25,0.10
4560,9.00,13181.04,0.08
4582,8.00,11892.64,0.01
4611,25.00,37890.25,0.06
4704,11.00,17695.70,0.02
4763,23.00,38358.48,0.06
4765,2.00,3339.52,0.07
4788,1.00,1692.78,0.05
4828,29.00,50251.78,0.07
4846,23.00,40269.32,0.02
5048,17.00,16201.68,0.04
5058,20.00,19261.00,0.09
5144,5.00,5245.70,0.09
5212,11.00,12289.31,0.02
5283,4.00,4753.12,0.03
5294,6.00,7195.74,0.10
5316,26.00,31754.06,0.10
5348,14.00,17546.76,0.02
5370,1.00,1275.37,0.04
5397,8.00,10419.12,0.00
5456,24.00,32674.80,0.05
5457,11.00,14986.95,0.04
5559,17.00,24897.35,0.04
5580,13.00,19312.54,0.08
5585,30.00,44717.40,0.03
5665,4.00,6282.64,0.04
5677,24.00,37984.08,0.05
5693,16.00,25579.04,0.04
5709,26.00,41982.20,0.04
5733,9.00,14748.57,0.04
5734,25.00,40993.25,0.01
5735,18.00,29533.14,0.05
5754,1.00,1659.75,0.07
5788,22.00,37263.16,0.01
5805,6.00,10264.80,0.10
5812,2.00,3435.62,0.05
5843,14.00,24483.76,0.03
5845,14.00,24511.76,0.02
5883,19.00,33988.72,0.07
5895,7.00,12606.23,0.10
5947,20.00,37058.80,0.10
5957,5.00,9314.75,0.01
5980,8.00,15087.84,0.05
6154,30.00,31804.50,0.05
6156,27.00,28678.05,0.10
6171,30.00,32315.10,0.09
6398,29.00,37827.31,0.09
6411,7.00,9221.87,0.09
6452,12.00,16301.40,0.06
6461,30.00,41023.80,0.03
6479,28.00,38793.16,0.00
6503,20.00,28190.00,0.05
6519,17.00,24233.67,0.04
6560,26.00,38130.56,0.07
6697,29.00,46507.01,0.04
6814,17.00,29253.77,0.04
6848,17.00,29832.28,0.06
6873,13.00,23138.31,0.10
6880,7.00,12508.16,0.02
6884,1.00,1790.88,0.01
6994,17.00,32316.83,0.07
7021,3.00,2784.06,0.08
7028,27.00,25245.54,0.10
7070,5.00,4885.35,0.05
7123,29.00,29873.48,0.10
7130,19.00,19705.47,0.00
7142,13.00,13638.82,0.01
7159,14.00,14926.10,0.01
7172,16.00,17266.72,0.05
7198,26.00,28734.94,0.07
7199,29.00,32079.51,0.07
7201,13.00,14406.60,0.03
7220,29.00,32689.38,0.01
7253,16.00,18564.00,0.06
7364,17.00,21613.12,0.04
7385,8.00,10339.04,0.01
7389,13.00,16852.94,0.04
7402,27.00,35353.80,0.02
7415,28.00,37027.48,0.04
7439,28.00,37700.04,0.03
7448,14.00,18976.16,0.02
7494,14.00,19620.86,0.02
7543,1.00,1450.54,0.07
7675,25.00,39566.75,0.05
7711,18.00,29136.78,0.03
7735,16.00,26283.68,0.01
7766,18.00,30127.68,0.06
7787,2.00,3389.56,0.02
7878,6.00,10715.22,0.00
7924,19.00,34806.48,0.08
7931,30.00,55167.90,0.04
8068,8.00,7808.48,0.07
8072,9.00,8820.63,0.05
8100,25.00,25202.50,0.02
8188,23.00,25212.14,0.06
